nombre,marca,cantidades_disponibles,precio,precio_original,descripcion,referencia,url_producto,url_imagen
VIKTOR & ROLF FLOWERBOMB EAU DE PARFUM,,50ml | 100ml,$362.000,,"Con Flowerbomb, Viktor& Rolf quería crear algo nuevo. Soñaba con una fragancia que tuviera la fuerza de difundir un mensaje positivo. Una explosión de flores como arma para extender por el mundo la belleza y la fantasía, para transformar lo negativo en positivo.",991,https://www.rp-luxury.com/es/fragancias-femeninas/991-1238-viktor-rolf-flowerbomb-eau-de-parfum.html#/34-talla-100ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\991.jpg
ROCHAS MADEMOISELLE COUTURE EAU DE PARFUM,,30ml | 50ml | 90ml,$189.000,,"Mademoiselle Rochas reinventa su sello original abrazando la alta costura, con un resultado totalmente irresistible y tremendamente chic. El maestro perfumista ha conseguido combinar la sensualidad con la auténtica sofisticación del chic parisino. La fragancia descubre un frescor vibrante con matices de notas florales increíblemente ricas que nos desvelan nuevas facetas adictivas e inolvidables.",,https://www.rp-luxury.com/es/fragancias-femeninas/990-5752-rochas-mademoiselle-couture-eau-de-parfum.html#/31-talla-90ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\sin_ref_6742806136101467975.jpg
DSQUARED2 WOOD POUR FEMME,,30ml | 50ml | 100ml,$89.530,$127.900,"Wood Pour Femme Eau de Toilette, la nueva fragancia para mujer de DSQUARED2, se crea en torno a las características de la madera: fuerte y resistente, con una estructura compleja que la hace única e inimitable. Joven y cautivadora, la protagonista de esta fragancia es sensual, confía en sí misma y en su personalidad y vive de pasiones, buenas vibraciones y un impulso hacia lo nuevo. Ella está buscando una esencia sofisticada que exprese la autenticidad, la profundidad y la pasión que la define.",986,https://www.rp-luxury.com/es/oportuluxury/986-1219-dsquared2-wood-pour-femme.html#/32-talla-30ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\986.jpg
JOUR D'HERMÈS ABSOLU,,50ml | 85ml,$222.600,$318.000,"Feminidad en forma de fragancia. Una celebración del nacimiento y el renacimiento de las mujeres, todos los días, Jour d'Hermès absolu destaca la belleza femenina, mientras mantiene el misterio de cada mujer individual. Una profusión de ramos. Desde el amanecer hasta el atardecer, aquí hay un floral que florece, una flor que florece.",983,https://www.rp-luxury.com/es/oportuluxury/983-3648-jour-d-hermes-absolu.html#/33-talla-50ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\983.jpg
BOUCHERON QUATRE ABSOLU DE NUIT EDP,,50ml | 100ml,$170.000,,"El eau de parfum Boucheron Quatre Absolu de Nuit rinde homenaje a la belleza natural, la feminidad y la elegancia. Saca lo mejor de tu encanto natural y de tu desenfadada sofisticación.",978,https://www.rp-luxury.com/es/fragancias-femeninas/978-1165-boucheron-quatre-absolu-de-nuit-edp.html#/33-talla-50ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\978.jpg
DIOR J'ADORE ROLLER PEARL EAU DE PARFUM 20 Ml,,20ml,$108.220,$154.600,"J´adore Eau de Parfum se coloca nuevamente en una botella de viaje. Podrás llevar esta botella con forma de joya allá donde vayas, el EDP es adecuado para los viajes. Para un ritual de intenso sentido: aplicar J´adore Huile Divine Body Oil. Aplica J´adore Roller-Pearl alos puntos de pulso. Destaca el aroma con J´adore Hair Mist.",966,https://www.rp-luxury.com/es/oportuluxury/966-3646-dior-j-adore-roller-pearl-eau-de-parfum-20-ml.html#/37-talla-20ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\966.jpg
GIVENCHY L'INTERDIT EAU DE PARFUM,,35ml | 50ml | 80ml | 125ml,$171.150,$244.500,"L'Interdit Eau de Parfum, un tributo a la feminidad atrevida. No te prohíbas nada. Adiós a las reglas. Una invitación a desafiar las convenciones y aceptar tu singularidad. Un toque de flores blancas junto con notas intensas que desatan una atrevida luminosidad que coquetea con la oscuridad. L'Interdit Eau de Parfum de Givenchy, el lado impactante de la sofisticación.",964,https://www.rp-luxury.com/es/oportuluxury/964-6708-givenchy-l-interdit-eau-de-parfum.html#/33-talla-50ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\964.jpg
GIVENCHY L'INTERDIT COUTURE 50ML.,,50ml,$195.600,$244.500,"Givenchy presenta su nueva fragancia, un tributo a la feminidad poderosa, libre y atrevida. Inolvidable, intensa, adictiva y osadamente elegante. El lado impactante de la sofisticación. No te prohíbas nada. Di adiós a las reglas. Una invitación a desafiar las convenciones y aceptar tu singularidad.",963,https://www.rp-luxury.com/es/fragancias-femeninas/963-3645-givenchy-l-interdit-couture-50ml.html#/33-talla-50ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\963.jpg
GUERLAIN MON BLOOM OF ROSE EAU DE TOILETTE,,50ml | 100ml,$129.500,$185.000,Mon Guerlain Bloom of Rose de Guerlain es una fragancia de la familia olfativa Floral para Mujeres. Esta fragancia es nueva. Mon Guerlain Bloom of Rose se lanzó en 2019.,950,https://www.rp-luxury.com/es/oportuluxury/950-1139-guerlain-mon-bloom-of-rose-eau-de-toilette.html#/33-talla-50ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\950.jpg
DIOR MISS DIOR EAU DE TOILETTE,,50ml | 100ml,$168.980,$241.400,"La nueva Eau de Toilette Miss Dior es un torbellino floral embriagador y refrescante. En el corazón de Eau de Toilette Miss Dior se despliega la belleza redondeada y luminosa de la rosa centifolia, brillante y ligera a la vez. He querido refrescarla aportándole una característica única gracias a un acorde de muguet.",947,https://www.rp-luxury.com/es/oportuluxury/947-1135-dior-miss-dior-eau-de-toilette.html#/34-talla-100ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\947.jpg
GUCCI GUILTY REVOLUTION EAU DE PARFUM,,50ml | 90ml,$219.600,,"Atrevida, sin límites y viviendo la vida al máximo, así es la mujer Gucci Guilty. Esta fragancia es un cóctel de ingredientes florales.",945,https://www.rp-luxury.com/es/fragancias-femeninas/945-1131-gucci-guilty-revolution-eau-de-parfum.html#/33-talla-50ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\945.jpg
RABANNE BLACK XS FEMME EDP,,50ml | 80ml,$205.000,,"Black XS Femme, de Paco Rabanne. Siguiendo solo tu instinto. Rompiendo las reglas. Capturando el momento. Black XS Femme: Sensual, inquietante, rebelde. En exceso.",941,https://www.rp-luxury.com/es/fragancias-femeninas/941-1126-rabanne-black-xs-femme-edp.html#/29-talla-80ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\941.jpg
CACHAREL AMOR AMOR  EAU DE TOILETTE,,30ml | 50ml | 100ml,$145.000,,"Sus miradas se cruzan. El ambiente se carga de una irrefrenable energía. La pasión se desborda; Amor Amor es el detonador... Déjese transportar por su sensual y chispeante fragancia, con extractos de vainilla. Descubra la atracción instantánea, el deseo incontenible, el Amor apasionado. Tiene ecos salvajes y un corazón comestible en un conjunto burbujeante y lleno de vida.",922,https://www.rp-luxury.com/es/fragancias-femeninas/922-2903-cacharel-amor-amor-eau-de-toilette.html#/34-talla-100ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\922.jpg
CAROLINA HERRERA EDP CLASICO,,100ml,$295.000,,"Un símbolo de sofisticación atemporal, Carolina Herrera es un perfume clásico para mujeres, inspirado en el suntuoso aroma de jazmín, una fragancia que evoca la juventud de la Sra. Herrera. La personificación de la elegancia. La feminidad y la elegancia se albergan en el corazón de Carolina Herrera y este perfume encarna todos los valores esenciales tanto de la marca como de su creadora.",920,https://www.rp-luxury.com/es/fragancias-femeninas/920-1085-carolina-herrera-edp-clasico.html#/34-talla-100ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\920.jpg
PALOMA PICASSO EDP,,30ml | 50ml,$67.500,,Paloma Picasso de Paloma Picasso es una fragancia de la familia olfativa Chipre Floral para Mujeres.,913,https://www.rp-luxury.com/es/fragancias-femeninas/913-4973-paloma-picasso-edp.html#/32-talla-30ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\913.jpg
OSCAR DE LA RENTA EDT x 100ML.  40° ANIVERSARIO,,100ml,$234.000,,"El eau de toilette para mujer Oscar de la Renta Oscar te envolverá en su extraordinario aroma a frutas acentuando tu personalidad y carisma. La edición limitada de la icónica eau de toilette Ocar vio la luz con motivo del 40 aniversario de su primera salida. El aroma simboliza la emoción, la juventud y la individualidad.",907,https://www.rp-luxury.com/es/fragancias-femeninas/907-4584-oscar-de-la-renta-edt-x-100ml-40-aniversario.html#/34-talla-100ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\907.jpg
OSCAR DE LA RENTA EAU DE TOILETTE,,30ml | 50ml | 100ml,$137.000,,"Oscar de la Renta. Se caracterizan por su exquisito y suave aroma, no es ninguna excepción de ésta regla. Es una fragancia floral intensa. Una de sus características es su durabilidad. Elegante , sexy y un aroma cautivador.",906,https://www.rp-luxury.com/es/fragancias-femeninas/906-1062-oscar-de-la-renta-eau-de-toilette.html#/32-talla-30ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\906.jpg
GIVENCHY LIVE IRRÉSISTIBLE ROSY CRUSH EDP,,30ml,$92.050,$131.500,"Un carácter alegre y atrevido que sigue su instinto libre y satisface sus deseos. Femenina, espontánea, pícara... la heroína de Live Irrésistible Rosy Crush es pura energía positiva y hace de su alegría de vivir su truco de belleza infalible.",905,https://www.rp-luxury.com/es/oportuluxury/905-1059-givenchy-live-irresistible-rosy-crush-edp.html#/32-talla-30ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\905.jpg
AZALEE LALIQUE EAU DE PARFUM,,50ml | 100ml,$159.400,,"Lalique Azalée es un perfume ideal para utilizar en épocas invernales por su intensidad aromática y perdurabilidad. Una fragancia chipre y afrutada, que combina armoniosamente pasión y delicadeza. Rosado como pómulos que se sonrojan de placer o rojo como un beso apasionado.",891,https://www.rp-luxury.com/es/fragancias-femeninas/891-1053-azalee-lalique-eau-de-parfum.html#/33-talla-50ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\891.jpg
AMETHYST LALIQUE EAU DE PARFUM,,50ml | 100ml,$224.400,,"AMETHYST está inspirado en la colección de accesorios para baño 'Épines' diseñados originalmente por René Lalique en 1920. Su nombre, diseño, color y fragancia son el resultado de un encuentro entre una joya brillante y el mundo natural. AMETHYST es una fragancia afrutada, floral y almizclada para una mujer naturalmente deslumbrante y sensual.",890,https://www.rp-luxury.com/es/fragancias-femeninas/890-2486-amethyst-lalique-eau-de-parfum-.html#/34-talla-100ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\890.jpg
NILANG LALIQUE EAU DE PARFUM,,50ml | 100ml,$159.400,,Nilang 2011 de Lalique es una fragancia de la familia olfativa Floral Frutal para Mujeres. Nilang 2011 se lanzó en 2011. La Nariz detrás de esta fragancia es Christiane Plos .,889,https://www.rp-luxury.com/es/fragancias-femeninas/889-1051-nilang-lalique-eau-de-parfum.html#/33-talla-50ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\889.jpg
LALIQUE REVE D INFINI EAU DE PARFUM,,30ml | 50ml | 100ml,$159.400,,"Una fragancia chispeante y sensual, un ramo de flores frescas suavizadas por un melocotón satinado, el eterno femenino firmado por Lalique . LA INSPIRACIÓN La fragancia se coloca bajo el signo del infinito, un símbolo en forma de ""ocho"" que ya fue insinuado por los rollos de Art Nouveau de las joyas de René Lalique.",,https://www.rp-luxury.com/es/fragancias-femeninas/887-1047-lalique-reve-d-infini-eau-de-parfum.html#/33-talla-50ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\sin_ref_-5400234669889622430.jpg
CARTIER BAISER VOLE EAU DE PARFUM,,50ml | 100ml,$319.000,,"La fragancia de una flor majestuosa e inaprensible: el lirio, reinterpretado por primera vez desde el frescor de su hoja, la esencia floral de su pétalo y el empolvado de su pistilo. ""Para esta fragancia, he querido recrear el olor de un manojo de flores sobre el cuello"". Mathilde Laurent, perfumista de la Maison.",884,https://www.rp-luxury.com/es/fragancias-femeninas/884-1045-cartier-baiser-vole-eau-de-parfum.html#/33-talla-50ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\884.jpg
CARTIER CARAT EAU DE PARFUM,,50ml | 100ml,$293.000,,"CARTIER CARAT de es un Eau de Parfum para mujer que se incluye en la familia Floral, creada en el año 2018 por Mathilde Laurent, se trata de la nueva joya perfumera que incluye la firma de lujo en su catálogo, el aroma de un diamante. Con este perfume, la exclusiva marca nos muestra una vez más su amor por la alta joyería, plasmando en una esencia el aroma de la piedra preciosa más valiosa y deseada, el diamante. Brillante y sofisticada, así es la mujer a la que representa Cartier con esta creación, de estilo clásico y elegante, un aroma que destaca entre las multitudes por su aura refinada, seductora y tentadora.",881,https://www.rp-luxury.com/es/fragancias-femeninas/881-1043-cartier-carat-eau-de-parfum.html#/34-talla-100ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\881.jpg
CARTIER LA PANTHERE EAU DE PARFUM,,25ml | 50ml | 75ml,$303.500,,"La Panthere de Cartier es una fragancia de la familia olfativa Chipre Floral para Mujeres. La Panthere se lanzó en 2014. La Nariz detrás de esta fragancia es Mathilde Laurent. Las Notas de Salida son ruibarbo, fresa, frutos secos, bergamota y anís; las Notas de Corazón son gardenia, flor de azahar del naranjo, pera, rosa y ylang-ylang; las Notas de Fondo son almizcle, musgo de roble, pachulí y cuero.",876,https://www.rp-luxury.com/es/fragancias-femeninas/876-1035-cartier-la-panthere-eau-de-parfum.html#/27-talla-75ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\876.jpg
IZIA SISLEY EDP X 50 ML EDICION LIMITADA,,50ml,$247.500,,"Izia Anniversary Edition 2018 de Sisley es una fragancia de la familia olfativa Floral Aldehídica para Mujeres. Esta fragrancia es nueva. Izia Anniversary Edition 2018 se lanzó en 2018. Un perfume aldehídico, floral y almizclado. Izia es un perfume creado alrededor de una rosa misteriosa. Una rosa como encuentro que solo florece una vez al año, durante un instante. El punto de partida de un nuevo perfume moderno y multifacético. Deslumbrante y sofisticada en la salida, seduce con sus notas florales y aéreas con un fondo amaderado y envolvente.",874,https://www.rp-luxury.com/es/fragancias-femeninas/874-3633-izia-sisley-edp-x-50-ml-edicion-limitada.html#/33-talla-50ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\874.jpg
IZIA SISLEY EDP,,30ml | 50ml | 100ml,$247.500,,"Un ramo singular de carácter afirmado y sensual. Una composición moderna y femenina con un corazón floral único y solar. Izia es un perfume creado alrededor de una rosa misteriosa. Una rosa como encuentro que solo florece una vez al año, durante un instante. El punto de partida de un nuevo perfume moderno y multifacético. Deslumbrante y sofisticada en la salida, seduce con sus notas florales y aéreas con un fondo amaderado y envolvente.",,https://www.rp-luxury.com/es/fragancias-femeninas/873-1031-izia-sisley-edp.html#/33-talla-50ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\sin_ref_3561258045709537143.jpg
COACH EDT VAPORIZADOR,,30ml | 50ml | 90ml,$180.000,,Coach the Fragrance Eau de Toilette de Coach es una fragancia de la familia olfativa Floral para Mujeres. Coach the Fragrance Eau de Toilette se lanzó en 2016.,835,https://www.rp-luxury.com/es/fragancias-femeninas/835-1028-coach-edt-vaporizador.html#/31-talla-90ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\835.jpg
KENZO JEU D'AMOUR EAU DE PARFUM,,30ml,$91.280,$130.400,"¡Jugar, sonreír, sorprender, seducir, volver a seducir… reinventar el amor! KENZO JEU D’AMOUR invita a seducir con una fragancia ultra femenina, sensual y cautivadora. Esencia de feminidad, concentrado de sensualidad, este delicioso floral explora todas las facetas del juego amoroso.",826,https://www.rp-luxury.com/es/fragancias-femeninas/826-3710-kenzo-jeu-d-amour-eau-de-parfum.html#/32-talla-30ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\826.jpg
